,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
070518_14 green_LineProfile_7.tif,64.22,75.09,65.0,0.01533,0.0873,41.71,15
070518_14 green_LineProfile_8.tif,58.11,88.14,80.0,0.02849,0.5655,51.15,8
070518_17 green_LineProfile_4.tif,1.0,26.84,11.0,0.05095,0.5966,50.45,1
070518_17 green_LineProfile_5.tif,96.28,102.0,97.0,0.007209,0.0133,33.31,7
070518_17 green_LineProfile_6.tif,111.2,120.0,112.0,0.01277,0.03706,38.96,9
070518_17 green_LineProfile_7.tif,59.32,64.95,62.0,0.01415,0.05876,53.91,5
070518_17 green_LineProfile_8.tif,61.41,62.91,62.0,0.01111,0.00832,86.41,1
070518_18 green_LineProfile_1.tif,1.149,59.85,7.0,0.03117,0.9241,69.29,1
070518_18 green_LineProfile_2.tif,1.0,46.9,41.0,0.03114,0.7543,71.46,1
070518_18 green_LineProfile_3.tif,1.0,44.74,41.0,0.03561,0.7708,66.41,1
070518_18 green_LineProfile_4.tif,1.0,57.69,6.0,0.04842,1.192,82.81,1
070518_18 green_LineProfile_5.tif,1.052,26.96,10.0,0.02554,0.3528,54.12,1
070518_18 green_LineProfile_6.tif,12.75,23.83,16.0,0.02535,0.1406,29.33,2
070518_18 green_LineProfile_7.tif,1.0,18.93,7.0,0.06065,0.458,37.77,1
070518_19 green_LineProfile_1.tif,1.0,34.72,5.0,0.06777,1.027,37.5,1
070518_19 green_LineProfile_2.tif,87.88,105.6,98.0,0.1908,2.013,40.05,9
070518_19 green_LineProfile_4.tif,99.82,104.4,102.0,0.01385,0.03179,29.57,18
070518_19 green_LineProfile_5.tif,1.0,18.54,5.0,0.03308,0.4118,29.67,1
070518_19 green_LineProfile_7.tif,92.52,104.9,95.0,0.0409,0.2477,40.98,13
071518_32 green_LineProfile_1.tif,100.1,104.4,103.0,0.005515,0.01154,37.65,6
071518_32 green_LineProfile_2.tif,98.17,107.8,104.0,0.007072,0.04214,44.41,14
071518_32 green_LineProfile_3.tif,3.236,4.764,4.0,0.003425,0.002616,70.71,1
071518_32 green_LineProfile_4.tif,1.0,3.041,1.0,0.002937,0.002266,78.54,1
071518_32 green_LineProfile_5.tif,63.17,85.48,76.0,0.01011,0.09786,38.58,5
071518_32 green_LineProfile_6.tif,14.77,35.05,31.0,0.01639,0.1962,42.39,2
071518_32 green_LineProfile_7.tif,14.75,34.64,25.0,0.03251,0.3472,46.67,2
071518_32 green_LineProfile_8.tif,15.19,34.68,25.0,0.05751,0.6584,45.26,2
071518_33 green_LineProfile_1.tif,20.28,22.83,21.0,0.003494,0.006212,18.73,6
071518_33 green_LineProfile_2.tif,1.0,8.621,1.0,0.005594,0.02308,30.31,1
071518_33 green_LineProfile_3.tif,1.0,8.665,5.0,0.005109,0.02061,54.14,1
071518_33 green_LineProfile_4.tif,1.0,8.49,1.0,0.005852,0.02083,86.6,1
071518_33 green_LineProfile_5.tif,1.0,3.506,1.0,0.002948,0.004087,92.55,1
071518_33 green_LineProfile_6.tif,35.41,41.67,37.0,0.009787,0.03652,70.48,2
071518_33 green_LineProfile_7.tif,34.28,42.28,40.0,0.02321,0.1073,75.41,2
071518_33 green_LineProfile_8.tif,32.94,42.57,37.0,0.04313,0.2295,67.57,5
071518_34 green_LineProfile_1.tif,1.0,1.851,1.0,0.00922,0.003925,100.0,1
071518_34 green_LineProfile_2.tif,104.3,109.0,106.0,0.005145,0.009606,23.63,13
071518_34 green_LineProfile_3.tif,1.0,1.353,1.0,0.00182,0.000321,100.0,1
071518_34 green_LineProfile_4.tif,1.0,1.74,1.0,0.002452,0.0009077,100.0,1
071518_34 green_LineProfile_5.tif,3.316,4.941,4.0,0.01535,0.01248,66.25,2
071518_34 green_LineProfile_6.tif,2.718,86.96,27.0,0.02657,1.189,95.69,2
071518_34 green_LineProfile_7.tif,1.397,84.93,26.0,0.04809,2.153,97.84,1
071518_34 green_LineProfile_8.tif,1.433,82.78,47.0,0.07655,2.94,96.41,1
071518_36 green_LineProfile_2.tif,4.098,17.56,16.0,0.03262,0.1688,42.97,2
071518_36 green_LineProfile_3.tif,14.38,17.12,16.0,0.02848,0.03174,18.99,4
071518_36 green_LineProfile_4.tif,1.0,17.01,6.0,0.02738,0.1832,26.94,1
071518_36 green_LineProfile_5.tif,70.28,86.97,85.0,0.02313,0.2338,33.27,6
071518_36 green_LineProfile_6.tif,66.19,76.18,70.0,0.01416,0.0628,36.18,5
071518_36 green_LineProfile_7.tif,51.36,55.06,53.0,0.01732,0.03368,25.52,5
071518_36 green_LineProfile_8.tif,58.41,80.68,60.0,0.02438,0.2215,42.3,9
071518_37 green_LineProfile_2.tif,111.7,112.4,112.0,0.008078,0.002874,68.08,2
071518_37 green_LineProfile_3.tif,42.2,43.07,43.0,0.003996,0.001729,42.05,3
