,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
021618_28 green_LineProfile_6.tif,6.221,15.53,9.0,0.01648,0.0673,30.78,3
021618_28 green_LineProfile_7.tif,1.0,40.06,5.0,0.07605,0.5904,86.4,1
021618_28 green_LineProfile_8.tif,1.0,21.8,5.0,0.1042,0.9371,55.38,1
060117_12 green_LineProfile_1.tif,20.2,23.37,21.0,0.03043,0.05278,36.35,8
060117_12 green_LineProfile_2.tif,70.83,71.43,71.0,0.00997,0.002992,50.5,4
060117_12 green_LineProfile_3.tif,20.78,21.36,21.0,0.004963,0.001428,53.5,3
060117_12 green_LineProfile_4.tif,70.84,71.49,71.0,0.006261,0.00203,47.99,3
060117_12 green_LineProfile_5.tif,88.75,89.13,89.0,0.006563,0.00126,48.11,4
060117_12 green_LineProfile_6.tif,5.745,6.483,6.0,0.006995,0.002584,45.92,2
060117_12 green_LineProfile_7.tif,20.73,21.25,21.0,0.005269,0.001376,56.61,3
060117_12 green_LineProfile_8.tif,93.69,94.15,94.0,0.007171,0.00167,60.96,5
060117_13 green_LineProfile_1.tif,27.06,81.88,46.0,0.1232,4.057,79.82,5
060117_13 green_LineProfile_2.tif,27.03,81.91,74.0,0.08238,3.088,78.85,5
060117_13 green_LineProfile_3.tif,25.13,97.0,66.0,0.07835,3.657,99.09,4
060117_13 green_LineProfile_4.tif,25.16,81.73,46.0,0.08459,3.002,80.28,4
060117_13 green_LineProfile_5.tif,25.13,81.76,61.0,0.07237,2.464,79.76,4
060117_13 green_LineProfile_6.tif,27.03,81.56,46.0,0.07741,2.388,80.02,5
060117_13 green_LineProfile_7.tif,24.96,81.79,46.0,0.08086,2.833,81.51,4
060117_13 green_LineProfile_8.tif,25.06,81.92,61.0,0.07854,2.909,80.93,4
060117_14 green_LineProfile_1.tif,83.41,86.54,84.0,0.008838,0.01576,37.82,14
060117_14 green_LineProfile_2.tif,59.48,60.43,60.0,0.008651,0.004097,82.89,3
060117_14 green_LineProfile_3.tif,57.14,62.58,58.0,0.01814,0.04295,24.0,8
060117_14 green_LineProfile_4.tif,59.32,60.56,60.0,0.007672,0.004758,26.14,6
060117_14 green_LineProfile_5.tif,55.48,59.68,56.0,0.006141,0.01471,17.8,11
060117_14 green_LineProfile_6.tif,57.72,60.34,59.0,0.01562,0.02043,61.31,4
060117_14 green_LineProfile_7.tif,83.54,86.66,86.0,0.00731,0.01237,42.88,5
