,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
052217_17 green_LineProfile_1.tif,39.31,40.59,40.0,0.008691,0.005568,24.11,2
052217_17 green_LineProfile_2.tif,49.82,51.19,51.0,0.009677,0.007504,58.79,4
052217_17 green_LineProfile_3.tif,4.933,5.094,5.0,0.00153,0.0001227,100.0,1
052217_17 green_LineProfile_4.tif,1.686,2.08,2.0,0.003364,0.0006619,100.0,1
052217_17 green_LineProfile_5.tif,1.5,2.052,2.0,0.001957,0.00054,89.77,1
052217_17 green_LineProfile_6.tif,64.22,65.78,65.0,0.009473,0.007384,53.48,5
052217_17 green_LineProfile_7.tif,50.85,54.67,54.0,0.01595,0.02461,12.41,10
052217_18 green_LineProfile_1.tif,71.33,78.51,73.0,0.173,0.3905,95.65,9
052217_18 green_LineProfile_2.tif,68.38,78.62,73.0,0.05781,0.203,97.22,6
052217_18 green_LineProfile_3.tif,71.05,77.88,74.0,0.04535,0.1739,59.1,12
052217_18 green_LineProfile_4.tif,69.11,76.8,73.0,0.04735,0.1659,88.8,9
052217_18 green_LineProfile_5.tif,71.38,76.45,74.0,0.03972,0.1259,86.95,4
052217_18 green_LineProfile_6.tif,67.26,77.94,70.0,0.02719,0.1661,96.68,5
052217_18 green_LineProfile_7.tif,71.88,75.93,75.0,0.04013,0.1047,75.01,10
052217_18 green_LineProfile_8.tif,70.75,80.0,75.0,0.03691,0.1722,46.42,12
053117_112 green_LineProfile_1.tif,3.054,67.76,38.0,0.2356,9.19,87.67,2
053117_112 green_LineProfile_2.tif,2.882,67.57,38.0,0.2457,8.442,87.24,2
053117_112 green_LineProfile_3.tif,2.695,67.47,38.0,0.1411,4.356,87.02,2
053117_112 green_LineProfile_4.tif,2.953,67.26,38.0,0.07505,2.395,86.36,1
053117_112 green_LineProfile_5.tif,36.38,49.24,46.0,0.02613,0.153,45.13,10
053117_112 green_LineProfile_6.tif,81.66,82.36,82.0,0.01215,0.004212,100.0,1
053117_112 green_LineProfile_7.tif,,,,,,,1
053117_112 green_LineProfile_8.tif,67.51,71.16,68.0,0.02298,0.05456,100.0,1
053117_113 green_LineProfile_1.tif,62.57,76.39,67.0,0.08311,0.6978,70.18,8
053117_113 green_LineProfile_2.tif,62.49,76.84,67.0,0.06112,0.5353,59.44,6
053117_113 green_LineProfile_3.tif,62.51,76.64,67.0,0.05706,0.5001,65.59,6
053117_113 green_LineProfile_4.tif,62.47,76.66,67.0,0.04566,0.407,62.03,7
053117_113 green_LineProfile_5.tif,58.43,76.51,70.0,0.02719,0.2883,62.07,9
053117_113 green_LineProfile_6.tif,58.22,76.79,70.0,0.02885,0.2804,49.12,13
053117_113 green_LineProfile_7.tif,77.07,90.0,85.0,0.03077,0.2465,29.87,14
053117_113 green_LineProfile_8.tif,26.43,63.86,50.0,0.08441,1.59,55.75,4
053117_114 green_LineProfile_1.tif,18.79,51.61,31.0,0.1477,2.642,75.69,3
053117_114 green_LineProfile_2.tif,18.49,51.65,31.0,0.1761,3.287,73.43,3
053117_114 green_LineProfile_3.tif,18.68,51.51,28.0,0.1161,2.335,72.16,3
053117_114 green_LineProfile_4.tif,18.5,51.55,28.0,0.07773,1.54,69.39,3
053117_114 green_LineProfile_5.tif,18.28,51.71,28.0,0.05483,0.9921,62.37,3
053117_114 green_LineProfile_6.tif,74.63,83.85,81.0,0.0227,0.08822,38.0,19
053117_114 green_LineProfile_7.tif,71.86,84.54,80.0,0.05683,0.4169,82.45,8
053117_114 green_LineProfile_8.tif,72.93,84.38,79.0,0.1011,0.7117,89.48,4
053117_116 green_LineProfile_3.tif,11.97,72.66,61.0,0.06482,2.467,100.0,1
053117_116 green_LineProfile_4.tif,15.78,72.59,61.0,0.1179,4.094,100.0,1
053117_116 green_LineProfile_5.tif,11.56,72.24,19.0,0.08077,2.797,99.61,2
053117_116 green_LineProfile_6.tif,11.6,72.51,40.0,0.09745,3.828,99.35,2
053117_116 green_LineProfile_7.tif,11.42,72.6,41.0,0.0662,2.002,99.67,3
053117_117 green_LineProfile_2.tif,36.03,40.09,38.0,0.01028,0.02299,18.2,6
053117_117 green_LineProfile_3.tif,30.37,39.17,37.0,0.01049,0.05552,52.61,6
053117_117 green_LineProfile_4.tif,30.62,32.94,32.0,0.0209,0.02717,23.3,4
053117_117 green_LineProfile_5.tif,31.59,32.28,32.0,0.0028770000000000002,0.001004,92.5,1
053117_117 green_LineProfile_6.tif,36.25,37.73,37.0,0.006896,0.005125,54.49,3
053117_117 green_LineProfile_8.tif,81.6,90.0,90.0,0.00608,0.02429,59.83,12
053117_118 green_LineProfile_3.tif,43.75,65.65,61.0,0.02605,0.3221,57.17,5
053117_118 green_LineProfile_4.tif,29.06,72.43,61.0,0.07518,1.463,75.37,3
053117_118 green_LineProfile_5.tif,37.4,72.75,63.0,0.03131,0.5403,57.77,4
053117_118 green_LineProfile_6.tif,56.64,75.93,64.0,0.01366,0.1179,29.13,6
053117_118 green_LineProfile_8.tif,23.72,90.0,64.0,0.01702,0.5023,89.61,4
060617_22 green_LineProfile_1.tif,8.609,9.263,9.0,0.001573,0.0005146,100.0,1
060617_22 green_LineProfile_2.tif,19.2,25.84,22.0,0.02565,0.09787,49.81,4
060617_22 green_LineProfile_3.tif,1.0,16.92,12.0,0.03301,0.2765,76.4,1
060617_22 green_LineProfile_4.tif,1.0,25.45,16.0,0.06023,1.137,60.5,1
060617_22 green_LineProfile_5.tif,1.0,60.86,18.0,0.1448,5.579,99.23,1
060617_22 green_LineProfile_6.tif,1.0,29.15,1.0,0.1293,1.631,48.84,1
060617_22 green_LineProfile_7.tif,1.0,60.52,1.0,0.1326,4.536,100.0,1
060617_22 green_LineProfile_8.tif,1.0,59.8,1.0,0.1551,5.359,99.93,1
060617_23 green_LineProfile_1.tif,35.19,79.0,54.0,0.08845,2.734,100.0,1
060617_23 green_LineProfile_2.tif,34.59,63.6,54.0,0.0765,1.485,90.0,2
