,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
060117_27 green_LineProfile_6.tif,38.45,47.04,40,0.02979,0.1484,25.59,6
060117_27 green_LineProfile_7.tif,3.313,5.427,5,0.01355,0.01462,41.84,2
061317_14 green_LineProfile_1.tif,66.07,86.33,84,0.1108,1.171,97.01,2
061317_14 green_LineProfile_2.tif,66.49,87.57,83,0.114,1.498,99.75,3
061317_14 green_LineProfile_3.tif,70.03,86.83,82,0.07686,0.929,99.47,3
061317_14green_LineProfile_4.tif,69.62,87.7,79,0.1153,1.387,88.58,5
061317_14 green_LineProfile_5.tif,65.03,88.76,79,0.1065,1.63,90.24,4
061317_14 green_LineProfile_6.tif,70.7,89.3,84,0.07583,0.8848,97.54,3
061317_14 green_LineProfile_7.tif,71.31,97,83,0.08598,1.418,98.54,5
092617_32 _green_LineProfile_1.tif,11.81,80.78,69,0.3047,10.25,86.35,3
092617_32 _green_LineProfile_2.tif,12.01,81.97,50,0.306,12.85,87.23,5
092617_32 _green_LineProfile_3.tif,29.03,60.97,35,0.1789,3.137,38.61,4
092617_32 _green_LineProfile_4.tif,12.93,77.31,23,0.1192,3.799,78.63,1
092617_32 _green_LineProfile_5.tif,14.05,93,92,0.166,7.564,99.2,3
092617_32 _green_LineProfile_7.tif,12.38,70.64,25,0.09086,2.372,79.67,4
092617_32 _green_LineProfile_8.tif,1,32.54,20,0.07403,1.215,69.27,1
092617_33 _green_LineProfile_1.tif,79.19,93,89,0.1286,1.214,65.31,11
092617_33 _green_LineProfile_2.tif,59.07,93,84,0.16,2.875,50.66,6
092617_33 _green_LineProfile_3.tif,3.893,31.46,22,0.1539,2.675,42.41,2
092617_33 _green_LineProfile_4.tif,38.24,93,48,0.1387,4.016,57.11,3
092617_33 _green_LineProfile_5.tif,38.64,85.79,56,0.08796,2.456,54.63,3
092617_33 _green_LineProfile_6.tif,1,92.65,28,0.1378,6.776,100,1
092617_33 _green_LineProfile_7.tif,1,93,34,0.2104,10.12,100,1
092617_33 _green_LineProfile_8.tif,3.241,93,14,0.2478,13.99,100,1
092617_34 _green_LineProfile_1.tif,9.98,71.65,29,0.3697,13.71,77.45,1
092617_34 _green_LineProfile_2.tif,1,93,26,0.7165,49.13,100,1
092617_34 _green_LineProfile_3.tif,1,93,25,0.4925,34.27,100,1
092617_34 _green_LineProfile_4.tif,1,93,37,0.5402,40.1,100,1
092617_34 _green_LineProfile_5.tif,1,93,25,0.5161,39.15,100,1
092617_34 _green_LineProfile_6.tif,1,93,28,0.4769,37.98,100,1
092617_34 _green_LineProfile_7.tif,1,93,28,0.6568,49.39,100,1
092617_34 _green_LineProfile_8.tif,1,93,42,0.7755,55.78,100,1
120817_11 _green_LineProfile_1.tif,8.748,10.19,10,0.007208,0.005804,46.09,1
120817_11 _green_LineProfile_2.tif,13.24,18,15,0.01432,0.0397,72.86,4
120817_11 _green_LineProfile_3.tif,11.4,18,17,0.01539,0.06819,92.7,5
120817_11 _green_LineProfile_4.tif,9.31,18,17,0.02347,0.1067,95.82,4
120817_11 _green_LineProfile_5.tif,7.583,18,16,0.01975,0.1173,94.74,3
120817_11 _green_LineProfile_6.tif,7.403,18,16,0.02137,0.1394,94.05,3
120817_11 _green_LineProfile_7.tif,9.014,18,16,0.01929,0.1032,89.09,5
120817_11 _green_LineProfile_8.tif,11.39,18,15,0.02477,0.136,84.74,4
120817_110_green_LineProfile_1.tif,61.83,69.17,63,0.01887,0.1164,43.7,8
120817_110_green_LineProfile_5.tif,61.38,62.85,62,0.09664,0.07084,37.57,5
120817_110_green_LineProfile_6.tif,61.55,63.57,62,0.05073,0.04401,33.64,7
120817_110_green_LineProfile_7.tif,61.55,63.57,62,0.05073,0.04401,33.64,7
120817_110_green_LineProfile_8.tif,61.55,63.57,62,0.05073,0.04401,33.64,7
120817_111_green_LineProfile_1.tif,1,3.648,3,0.06121,0.1033,80.55,1
120817_111_green_LineProfile_2.tif,2.866,4.277,4,0.004762,0.004534,77.21,1
120817_111_green_LineProfile_3.tif,2.866,4.277,4,0.004762,0.004534,77.21,1
