,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
102516-11 ChanA - v1_LineProfile_4.tif,5.435,6.834,6.0,0.2548,0.1784,30.98,2
102516-11 ChanA - v1_LineProfile_5.tif,5.495,6.746,6.0,0.2803,0.1753,33.67,2
102516-11 ChanA - v1_LineProfile_6.tif,5.52,6.692,6.0,0.2999,0.1758,38.98,2
102516-11 ChanA - v1_LineProfile_7.tif,5.579,6.65,6.0,0.1796,0.09619,33.25,2
102516-11 ChanA - v1_LineProfile_8.tif,5.51,6.602,6.0,0.1959,0.1069,31.02,2
102516-11 ChanA - v2_LineProfile_1.tif,15.4,21.47,16.0,0.009509,0.01531,47.01,4
102516-11 ChanA - v2_LineProfile_2.tif,5.371,6.933,6.0,0.005961,0.004656,46.22,2
102516-11 ChanA - v2_LineProfile_3.tif,2.153,3.243,3.0,0.004536,0.002472,91.71,1
102516-11 ChanA - v2_LineProfile_4.tif,5.16,6.826,6.0,0.01136,0.00946,66.24,2
102516-11 ChanA - v2_LineProfile_5.tif,2.08,3.289,3.0,0.00668,0.004037,41.62,1
102516-11 ChanA - v2_LineProfile_6.tif,1.98,3.355,3.0,0.0141,0.009713,38.16,1
102516-11 ChanA - v2_LineProfile_7.tif,1.985,3.284,3.0,0.01503,0.009775,47.22,1
102516-12 ChanA - v1_LineProfile_1.tif,30.24,76.0,63.0,0.7357,21.53,87.41,8
102516-12 ChanA - v1_LineProfile_2.tif,52.09,76.0,67.0,0.4535,7.752,60.1,12
102516-12 ChanA - v1_LineProfile_3.tif,49.16,76.0,75.0,0.6777,11.84,65.32,11
102516-12 ChanA - v1_LineProfile_4.tif,49.05,76.0,75.0,0.5468,9.378,64.22,11
102516-12 ChanA - v1_LineProfile_5.tif,52.04,76.0,75.0,0.7277,10.29,61.45,13
102516-12 ChanA - v1_LineProfile_6.tif,49.21,76.0,75.0,0.4491,7.332,65.34,12
102516-12 ChanA - v1_LineProfile_7.tif,52.3,76.0,75.0,0.7154,10.32,61.72,13
102516-12 ChanA - v1_LineProfile_8.tif,56.11,76.0,63.0,0.3862,5.387,61.33,15
102516-12 ChanA - v2_LineProfile_1.tif,56.61,69.71,64.0,0.02237,0.1462,54.26,15
102516-12 ChanA - v2_LineProfile_2.tif,56.14,80.41,63.0,0.03054,0.4163,71.14,15
102516-12 ChanA - v2_LineProfile_3.tif,49.13,85.28,67.0,0.0471,0.956,70.85,11
102516-12 ChanA - v2_LineProfile_4.tif,41.33,92.77,70.0,0.0787,2.354,70.23,11
102516-12 ChanA - v2_LineProfile_5.tif,52.25,111.0,104.0,0.1278,4.993,82.29,13
102516-12 ChanA - v2_LineProfile_6.tif,55.45,111.0,105.0,0.2084,8.665,85.0,13
102516-12 ChanA - v2_LineProfile_7.tif,55.49,111.0,98.0,0.3499,15.33,86.76,14
102516-13 ChanA - v1_LineProfile_1.tif,72.25,106.8,91.0,0.2217,4.124,66.16,22
102516-13 ChanA - v1_LineProfile_2.tif,1.0,2.419,2.0,0.0184,0.01576,66.53,1
102516-13 ChanA - v1_LineProfile_3.tif,69.56,103.9,95.0,0.2019,2.993,71.72,21
102516-13 ChanA - v1_LineProfile_4.tif,66.24,107.1,91.0,0.3832,8.437,71.61,19
102516-13 ChanA - v1_LineProfile_5.tif,69.08,107.2,80.0,0.4846,8.524,61.4,17
102516-13 ChanA - v1_LineProfile_8.tif,65.52,107.2,95.0,0.6279,12.0,68.67,18
102516-13 ChanA - v2_LineProfile_1.tif,45.06,111.0,95.0,0.03994,1.505,90.65,13
102516-13 ChanA - v2_LineProfile_2.tif,52.35,110.9,91.0,0.05098,1.576,85.77,14
102516-13 ChanA - v2_LineProfile_3.tif,59.28,108.0,95.0,0.07918,2.13,79.54,17
102516-13 ChanA - v2_LineProfile_4.tif,59.48,107.2,95.0,0.09819,2.732,78.78,18
102516-13 ChanA - v2_LineProfile_5.tif,69.02,107.4,87.0,0.1262,2.861,71.01,20
102516-13 ChanA - v2_LineProfile_6.tif,69.03,106.9,87.0,0.1682,3.645,72.87,20
102516-13 ChanA - v2_LineProfile_7.tif,65.53,106.7,87.0,0.2264,5.019,77.09,20
110916_22 ChanA_LineProfile_1.tif,6.063,23.91,14.0,0.1016,0.8372,36.61,2
110916_22 ChanA_LineProfile_2.tif,22.23,120.0,113.0,0.04035,1.692,83.63,5
110916_22 ChanA_LineProfile_3.tif,57.78,74.02,59.0,0.1103,0.8367,24.25,10
110916_22 ChanA_LineProfile_4.tif,12.07,23.84,18.0,0.08913,0.486,20.18,4
110916_22 ChanA_LineProfile_5.tif,57.33,74.21,59.0,0.1281,0.9284,25.8,12
110916_23 ChanA_LineProfile_1.tif,25.67,33.55,28.0,0.01412,0.07359,55.02,5
110916_23 ChanA_LineProfile_2.tif,26.31,34.33,29.0,0.05211,0.1545,36.56,7
110916_23 ChanA_LineProfile_3.tif,22.41,33.7,29.0,0.02667,0.1079,48.74,6
110916_23 ChanA_LineProfile_4.tif,26.33,34.33,29.0,0.02645,0.1193,49.35,7
110916_23 ChanA_LineProfile_5.tif,1.742,14.34,10.0,0.01301,0.06712,99.46,1
110916_23 ChanA_LineProfile_6.tif,4.447,6.837,6.0,0.01737,0.02798,38.63,2
110916_23 ChanA_LineProfile_7.tif,8.685,10.85,10.0,0.02269,0.02675,28.31,3
110916_23 ChanA_LineProfile_8.tif,8.692,11.09,10.0,0.02731,0.03423,23.74,3
111516-12 ChanA_LineProfile_2.tif,2.48,8.375,7.0,0.5867,2.416,100.0,1
111516-12 ChanA_LineProfile_3.tif,2.434,8.232,6.0,0.382,1.211,100.0,1
111516-12 ChanA_LineProfile_4.tif,2.41,33.29,4.0,0.3936,6.294,99.87,1
111516-12 ChanA_LineProfile_5.tif,2.336,34.89,7.0,0.3657,6.22,99.92,1
111516-12 ChanA_LineProfile_6.tif,2.214,8.908,4.0,0.3387,1.413,71.46,1
111516-12 ChanA_LineProfile_7.tif,1.607,50.6,5.0,0.2125,2.726,95.49,1
111516-12 ChanA_LineProfile_8.tif,26.09,53.0,48.0,0.147,1.711,71.33,4
111516-13 ChanA_LineProfile_1.tif,6.17,14.86,7.0,0.08078,0.3704,76.43,3
111516-13 ChanA_LineProfile_2.tif,6.287,16.73,9.0,0.08189,0.4429,86.98,3
111516-13 ChanA_LineProfile_3.tif,6.358,18.32,7.0,0.08405,0.5287,86.15,3
111516-13 ChanA_LineProfile_4.tif,6.364,18.61,9.0,0.08925,0.6727,74.42,2
111516-13 ChanA_LineProfile_5.tif,6.13,20.73,7.0,0.1559,0.9727,63.25,2
111516-13 ChanA_LineProfile_6.tif,6.504,24.73,15.0,0.2019,2.116,51.64,2
111516-13 ChanA_LineProfile_7.tif,10.09,24.98,16.0,0.146,1.55,42.11,3
111516-13 ChanA_LineProfile_8.tif,71.0,100.0,89.0,0.2334,4.771,38.71,6
111516-14 ChanA_LineProfile_1.tif,4.479,8.369,7.0,0.04783,0.1348,97.45,2
111516-14 ChanA_LineProfile_2.tif,4.374,9.002,8.0,0.06532,0.1813,96.79,2
111516-14 ChanA_LineProfile_3.tif,3.21,8.902,7.0,0.09646,0.3271,95.55,2
111516-14 ChanA_LineProfile_4.tif,3.444,9.113,8.0,0.06478,0.2386,76.33,2
111516-14 ChanA_LineProfile_5.tif,3.378,9.413,7.0,0.4262,0.9353,72.33,2
111516-14 ChanA_LineProfile_6.tif,63.25,75.82,64.0,0.1591,1.285,42.52,9
111516-14 ChanA_LineProfile_7.tif,3.237,76.0,7.0,0.3986,16.65,98.79,2
111516-14 ChanA_LineProfile_8.tif,3.3,75.93,7.0,0.3174,14.12,98.91,2
111616-12 ChanA_LineProfile_1.tif,15.54,91.0,45.0,0.1746,6.014,98.75,5
111616-12 ChanA_LineProfile_2.tif,16.36,61.57,45.0,0.2171,4.583,66.53,5
111616-12 ChanA_LineProfile_3.tif,13.46,63.98,43.0,0.2142,5.655,71.02,5
111616-12 ChanA_LineProfile_4.tif,13.87,60.68,43.0,0.1734,4.478,70.96,4
111616-12 ChanA_LineProfile_5.tif,52.1,56.63,55.0,0.1168,0.3207,34.05,7
111616-12 ChanA_LineProfile_6.tif,18.06,61.11,43.0,0.2108,5.242,69.51,3
111616-12 ChanA_LineProfile_7.tif,23.01,59.36,33.0,0.1971,3.588,77.99,6
111616-12 ChanA_LineProfile_8.tif,13.54,60.79,40.0,0.1606,4.398,73.1,5
111616-14 ChanA_LineProfile_1.tif,2.359,6.572,6.0,0.03613,0.051,53.76,1
111616-14 ChanA_LineProfile_2.tif,18.1,21.68,21.0,0.03339,0.06149,40.97,3
111616-14 ChanA_LineProfile_3.tif,11.76,29.94,23.0,0.0629,0.2953,67.68,5
111616-14 ChanA_LineProfile_4.tif,17.18,27.98,22.0,0.07675,0.3199,41.48,5
111616-14 ChanA_LineProfile_5.tif,27.42,32.49,28.0,0.03206,0.07445,35.39,7
111616-14 ChanA_LineProfile_6.tif,26.52,34.81,34.0,0.04568,0.1477,55.52,4
111616-14 ChanA_LineProfile_7.tif,16.27,39.85,17.0,0.07134,0.5112,66.36,5
111616-14 ChanA_LineProfile_8.tif,16.36,43.49,28.0,0.0541,0.534,65.46,5
111616-15 ChanA_LineProfile_1.tif,70.03,92.0,89.0,0.1513,2.11,37.62,8
111616-15 ChanA_LineProfile_2.tif,46.08,88.18,55.0,0.151,2.971,62.88,5
111616-15 ChanA_LineProfile_3.tif,6.633,13.06,8.0,0.04718,0.1536,74.14,2
111616-15 ChanA_LineProfile_4.tif,2.566,13.43,8.0,0.06109,0.3291,99.77,2
111616-15 ChanA_LineProfile_5.tif,3.594,17.4,12.0,0.125,0.6138,95.15,2
111616-15 ChanA_LineProfile_6.tif,9.104,18.17,10.0,0.06384,0.2836,72.63,3
111616-15 ChanA_LineProfile_7.tif,3.263,17.99,14.0,0.1033,0.7522,99.36,2
111616-15 ChanA_LineProfile_8.tif,8.188,18.4,14.0,0.06937,0.4791,97.7,3
111616-22 ChanA_LineProfile_1.tif,57.08,69.8,62.0,0.09239,0.6698,54.25,18
111616-22 ChanA_LineProfile_2.tif,55.29,64.0,62.0,0.1017,0.4116,33.07,13
111616-22 ChanA_LineProfile_3.tif,57.7,63.78,62.0,0.03711,0.1155,30.84,13
111616-22 ChanA_LineProfile_4.tif,64.02,68.61,65.0,0.009394,0.02139,69.88,5
111616-22 ChanA_LineProfile_5.tif,64.33,69.46,68.0,0.01476,0.03698,61.87,7
111616-22 ChanA_LineProfile_6.tif,67.29,69.43,68.0,0.006106,0.007247,34.01,3
111616-22 ChanA_LineProfile_7.tif,1.0,2.281,1.0,0.005956,0.0055,95.57,1
111616-22 ChanA_LineProfile_8.tif,1.0,2.054,1.0,0.01188,0.006358,88.01,1
111616-23 ChanA_LineProfile_1.tif,1.0,2.343,1.0,0.02797,0.03117,98.07,1
111616-23 ChanA_LineProfile_2.tif,1.0,2.305,1.0,0.02524,0.02419,62.94,1
111616-23 ChanA_LineProfile_3.tif,1.0,2.256,1.0,0.02492,0.01991,17.0,1
111616-23 ChanA_LineProfile_4.tif,11.87,13.17,12.0,0.004848,0.004864,13.27,3
111616-23 ChanA_LineProfile_5.tif,80.22,85.35,81.0,0.01601,0.03791,29.47,20
111616-23 ChanA_LineProfile_6.tif,17.62,26.75,21.0,0.007159,0.03299,21.06,6
111616-23 ChanA_LineProfile_7.tif,2.446,3.491,3.0,0.02454,0.01282,36.38,1
111616-23 ChanA_LineProfile_8.tif,2.421,3.529,3.0,0.03137,0.01737,19.99,1
111616-24 ChanA_LineProfile_1.tif,40.11,93.0,79.0,0.03918,1.083,85.08,3
111616-24 ChanA_LineProfile_2.tif,31.11,93.0,84.0,0.1386,5.483,96.92,6
111616-24 ChanA_LineProfile_3.tif,31.2,93.0,84.0,0.1122,4.027,98.38,4
111616-24 ChanA_LineProfile_4.tif,31.54,93.0,78.0,0.09796,3.38,97.94,4
111616-24 ChanA_LineProfile_5.tif,28.31,90.98,74.0,0.05547,1.924,96.7,4
111616-24 ChanA_LineProfile_6.tif,55.09,86.79,77.0,0.04269,0.6373,60.54,8
111616-24 ChanA_LineProfile_7.tif,76.27,80.76,77.0,0.02373,0.04945,15.28,17
111616-24 ChanA_LineProfile_8.tif,49.53,50.86,50.0,0.01946,0.01298,12.98,7
111816-13 ChanA_LineProfile_2.tif,1.591,72.98,65.0,0.03448,1.328,85.14,1
111816-13 ChanA_LineProfile_3.tif,1.675,69.96,37.0,0.04066,1.66,92.64,1
111816-13 ChanA_LineProfile_4.tif,1.587,69.74,51.0,0.03671,1.446,92.65,1
111816-13 ChanA_LineProfile_5.tif,1.56,72.73,55.0,0.04759,2.045,93.25,1
111816-13 ChanA_LineProfile_6.tif,1.53,69.75,51.0,0.05595,2.458,90.57,1
111816-13 ChanA_LineProfile_7.tif,1.594,73.59,47.0,0.06464,2.746,88.59,1
111816-13 ChanA_LineProfile_8.tif,1.619,72.9,47.0,0.0582,2.371,87.44,1
111816-14 ChanA_LineProfile_3.tif,52.53,86.22,74.0,0.02274,0.4074,96.61,5
111816-14 ChanA_LineProfile_4.tif,48.0,87.0,70.0,0.03028,0.6201,78.89,5
111816-14 ChanA_LineProfile_5.tif,38.12,91.65,70.0,0.0285,0.7804,99.21,5
111816-14 ChanA_LineProfile_6.tif,39.27,86.48,71.0,0.02848,0.7287,96.82,4
111816-14 ChanA_LineProfile_7.tif,36.16,82.5,71.0,0.02411,0.5413,97.74,4
111816-14 ChanA_LineProfile_8.tif,58.09,82.53,67.0,0.01852,0.2933,88.27,7
111816-15 ChanA_LineProfile_3.tif,78.1,101.6,90.0,0.02991,0.3918,46.57,15
111816-15 ChanA_LineProfile_4.tif,78.44,101.4,93.0,0.03865,0.5267,44.43,18
111816-15 ChanA_LineProfile_5.tif,3.0,25.71,17.0,0.02222,0.2436,46.31,2
111816-15 ChanA_LineProfile_6.tif,3.533,29.7,11.0,0.02131,0.3143,52.61,2
