,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
061317_24b green_LineProfile_1.tif,85.09,110.0,99.0,0.07064,0.7994,39.17,12
061317_24b green_LineProfile_2.tif,88.2,103.6,102.0,0.06427,0.4617,57.14,10
061317_24b green_LineProfile_3.tif,88.36,106.9,97.0,0.06716,0.7091,62.71,6
061317_24b green_LineProfile_4.tif,54.1,110.0,96.0,0.1135,3.26,76.63,7
061317_24b green_LineProfile_5.tif,6.782,7.667,7.0,0.004246,0.001879,88.4,2
061317_24b green_LineProfile_6.tif,7.893,11.53,10.0,0.01706,0.04212,57.51,2
061317_24b green_LineProfile_7.tif,8.558,110.0,90.0,0.1609,8.716,98.01,3
061317_24b green_LineProfile_8.tif,48.46,110.0,90.0,0.1364,4.327,78.13,6
061317_25a green_LineProfile_1.tif,52.86,83.02,63.0,0.1012,1.623,42.0,5
061317_25a green_LineProfile_2.tif,52.44,81.69,63.0,0.1254,1.705,45.48,6
061317_25a green_LineProfile_3.tif,47.43,93.96,63.0,0.1356,3.254,48.92,3
061317_25a green_LineProfile_4.tif,42.34,84.45,71.0,0.09847,1.994,40.91,3
061317_25a green_LineProfile_5.tif,59.31,73.8,71.0,0.05839,0.5509,26.59,6
061317_25a green_LineProfile_6.tif,50.25,93.51,63.0,0.1061,2.421,44.65,6
061317_25a green_LineProfile_7.tif,53.37,79.98,61.0,0.07937,1.052,45.04,7
061317_25a green_LineProfile_8.tif,53.91,71.85,63.0,0.08113,0.6502,37.68,7
061317_25b green_LineProfile_1.tif,79.37,109.0,92.0,0.04175,0.585,71.55,9
061317_25b green_LineProfile_2.tif,52.47,93.72,73.0,0.1348,2.564,66.08,7
061317_25b green_LineProfile_3.tif,50.37,84.5,63.0,0.1572,2.552,48.68,9
061317_25b green_LineProfile_4.tif,56.44,74.0,61.0,0.06818,0.5439,28.7,7
061317_25b green_LineProfile_5.tif,55.0,73.98,61.0,0.1017,1.154,24.77,6
061317_25b green_LineProfile_6.tif,1.0,23.11,3.0,0.1598,2.107,34.13,1
061317_25b green_LineProfile_7.tif,30.05,35.25,31.0,0.02922,0.07827,64.38,4
061317_25b green_LineProfile_8.tif,12.73,41.55,31.0,0.07755,0.9287,51.76,3
061417_12 green_LineProfile_1.tif,59.51,89.96,81.0,0.1052,1.928,52.32,13
061417_12 green_LineProfile_2.tif,61.13,92.0,81.0,0.04406,1.002,50.35,13
061417_12 green_LineProfile_3.tif,64.1,92.0,69.0,0.02326,0.3962,42.2,15
061417_12 green_LineProfile_4.tif,1.061,2.402,2.0,0.00587,0.003937,22.36,1
061417_12 green_LineProfile_5.tif,5.613,7.854,7.0,0.00402,0.005365,87.91,3
061417_12 green_LineProfile_6.tif,6.937,8.313,8.0,0.001514,0.0012,97.96,1
061417_12 green_LineProfile_7.tif,6.479,9.835,9.0,0.008174,0.01155,61.41,3
061417_12 green_LineProfile_8.tif,6.367,7.948,7.0,0.01441,0.01139,34.95,4
061417_13 green_LineProfile_1.tif,28.22,46.38,44.0,0.08103,0.9629,54.61,4
061417_13 green_LineProfile_2.tif,27.34,46.79,43.0,0.1368,1.286,40.1,5
061417_13 green_LineProfile_3.tif,27.93,52.61,43.0,0.08671,1.017,42.5,4
061417_13 green_LineProfile_4.tif,28.1,45.86,43.0,0.1085,0.8279,63.36,2
061417_13 green_LineProfile_5.tif,30.34,46.07,43.0,0.05826,0.5459,65.5,2
061417_13 green_LineProfile_6.tif,31.24,46.3,43.0,0.04417,0.303,56.83,2
061417_13 green_LineProfile_7.tif,36.97,48.98,48.0,0.02966,0.1618,52.81,4
061417_13 green_LineProfile_8.tif,36.98,44.85,41.0,0.03009,0.1327,37.15,5
061417_15 green_LineProfile_1.tif,18.49,92.0,61.0,0.3186,16.34,98.6,6
061417_15 green_LineProfile_2.tif,18.55,92.0,58.0,0.3014,14.83,99.29,4
061417_15 green_LineProfile_3.tif,18.45,92.0,51.0,0.2223,11.51,98.89,5
061417_15 green_LineProfile_4.tif,18.5,92.0,57.0,0.1384,7.754,98.52,5
061417_15 green_LineProfile_5.tif,18.63,92.0,37.0,0.1163,6.265,98.87,5
061417_15 green_LineProfile_6.tif,25.04,92.0,32.0,0.03498,1.575,95.7,6
061417_15 green_LineProfile_7.tif,18.62,46.55,27.0,0.02782,0.397,43.52,5
061417_16a green_LineProfile_1.tif,1.345,2.669,2.0,0.009073,0.006008,38.39,1
061417_16a green_LineProfile_2.tif,1.0,10.61,6.0,0.02379,0.09651,36.98,1
061417_16a green_LineProfile_3.tif,55.76,61.82,61.0,0.02852,0.068,17.78,11
061417_16a green_LineProfile_4.tif,65.17,80.63,74.0,0.03867,0.2911,32.97,8
061417_16a green_LineProfile_5.tif,55.5,86.0,74.0,0.03873,0.6601,55.89,8
061417_16a green_LineProfile_6.tif,46.14,86.0,82.0,0.05029,1.316,52.89,2
061417_16a green_LineProfile_7.tif,1.0,86.0,59.0,0.05728,3.308,100.0,1
061417_16a green_LineProfile_8.tif,1.0,86.0,73.0,0.0667,3.969,100.0,1
061417_16b green_LineProfile_2.tif,68.97,71.33,70.0,0.01053,0.01395,31.72,10
061417_16b green_LineProfile_3.tif,85.56,86.0,86.0,0.01014,0.002217,24.96,12
061417_16b green_LineProfile_4.tif,75.61,77.74,77.0,0.01719,0.01921,16.44,17
061417_16b green_LineProfile_5.tif,1.0,4.534,2.0,0.0117,0.02605,30.38,1
061417_16b green_LineProfile_6.tif,44.67,48.51,48.0,0.02178,0.02914,18.68,8
061417_16b green_LineProfile_7.tif,3.027,10.65,5.0,0.01218,0.03792,23.36,2
061417_16b green_LineProfile_8.tif,1.0,7.669,5.0,0.009073,0.03141,44.88,1
061417_17a green_LineProfile_1.tif,11.22,62.52,58.0,0.07944,2.549,70.62,4
061417_17a green_LineProfile_2.tif,11.06,62.78,33.0,0.1139,4.405,71.07,3
061417_17a green_LineProfile_3.tif,11.37,55.73,29.0,0.1312,4.014,69.94,4
061417_17a green_LineProfile_4.tif,11.15,59.88,29.0,0.1894,6.373,72.78,4
061417_17a green_LineProfile_5.tif,11.15,55.94,30.0,0.205,6.455,72.13,3
061417_17a green_LineProfile_6.tif,11.23,55.74,32.0,0.1448,4.356,74.38,4
061417_17a green_LineProfile_7.tif,8.005,55.94,33.0,0.162,5.479,72.93,3
061417_17a green_LineProfile_8.tif,11.41,55.84,30.0,0.09412,2.625,78.12,4
061417_17b green_LineProfile_2.tif,11.2,69.32,54.0,0.04218,1.669,72.27,4
061417_17b green_LineProfile_3.tif,11.2,69.34,51.0,0.04354,1.501,72.45,4
061417_17b green_LineProfile_4.tif,11.26,69.63,54.0,0.0474,1.501,73.07,3
061417_17b green_LineProfile_5.tif,11.36,62.94,54.0,0.03768,1.033,66.17,4
061417_17b green_LineProfile_6.tif,11.49,86.0,86.0,0.04292,1.399,97.87,4
061417_17b green_LineProfile_7.tif,11.52,62.9,33.0,0.03482,1.224,70.3,4
061417_17b green_LineProfile_8.tif,11.73,62.6,54.0,0.03356,1.0,68.88,4
061417_18a green_LineProfile_1.tif,5.186,85.0,80.0,0.06643,3.318,98.37,2
061417_18a green_LineProfile_3.tif,5.276,85.0,16.0,0.07459,3.501,97.35,2
061417_18a green_LineProfile_4.tif,18.83,50.49,32.0,0.04873,0.8307,55.34,4
061417_18a green_LineProfile_5.tif,5.07,85.0,77.0,0.08351,4.301,97.43,2
061417_18a green_LineProfile_6.tif,5.457,85.0,26.0,0.07947,4.677,98.82,2
061417_18a green_LineProfile_7.tif,34.2,85.0,70.0,0.1211,4.536,68.33,3
061417_18a green_LineProfile_8.tif,34.03,85.0,79.0,0.1286,4.849,68.26,3
061417_18b green_LineProfile_1.tif,22.88,85.0,59.0,0.03175,0.6744,85.23,5
061417_18b green_LineProfile_2.tif,43.29,82.92,59.0,0.03175,0.4415,67.23,11
061417_18b green_LineProfile_3.tif,35.52,62.77,60.0,0.03275,0.3166,41.82,6
061417_18b green_LineProfile_4.tif,34.05,82.9,59.0,0.037,0.7779,73.82,6
061417_18b green_LineProfile_5.tif,27.07,85.0,59.0,0.03566,0.9306,82.85,5
061417_18b green_LineProfile_6.tif,34.66,60.83,49.0,0.02714,0.3339,43.11,9
061417_18b green_LineProfile_7.tif,34.25,60.98,48.0,0.02332,0.3735,43.52,7
061417_18b green_LineProfile_8.tif,34.26,50.68,47.0,0.02018,0.1863,38.26,7
092617_12 green_LineProfile_1.tif,13.34,14.44,14.0,0.05181,0.02832,82.25,2
092617_12 green_LineProfile_2.tif,21.73,23.58,23.0,0.08705,0.08099,40.91,4
092617_12 green_LineProfile_3.tif,9.62,15.49,14.0,0.03904,0.0695,34.89,1
092617_12 green_LineProfile_4.tif,56.31,57.76,57.0,0.1681,0.1218,36.86,14
092617_12 green_LineProfile_5.tif,30.12,37.52,31.0,0.08101,0.2185,32.96,5
092617_12 green_LineProfile_6.tif,29.42,39.8,39.0,0.1175,0.6139,31.69,9
092617_12 green_LineProfile_7.tif,29.3,39.72,32.0,0.07816,0.5973,30.94,9
092617_13 green_LineProfile_1.tif,5.324,8.488,6.0,0.09165,0.1582,29.01,3
092617_13 green_LineProfile_2.tif,1.0,2.86,2.0,0.1193,0.1357,23.5,1
092617_13 green_LineProfile_3.tif,1.0,4.826,4.0,0.1021,0.1783,37.18,1
092617_13 green_LineProfile_4.tif,40.13,42.17,41.0,0.1232,0.1217,12.68,19
092617_13 green_LineProfile_5.tif,66.05,76.47,71.0,0.1639,0.8928,19.06,27
092617_13 green_LineProfile_6.tif,66.09,76.51,76.0,0.1294,0.7736,17.64,24
092617_13 green_LineProfile_7.tif,58.36,78.77,67.0,0.1162,1.19,25.34,8
092617_14 green_LineProfile_1.tif,8.004,35.9,25.0,0.4699,6.499,58.71,3
092617_14 green_LineProfile_2.tif,8.271,19.85,16.0,0.6735,4.109,32.27,4
092617_14 green_LineProfile_3.tif,8.238,19.84,16.0,0.1832,1.046,26.06,4
092617_14 green_LineProfile_4.tif,27.01,32.9,28.0,0.1352,0.392,23.1,9
