,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
080916-11 ChanA_LineProfile_2.tif,3.308,42.17,29.0,0.3841,7.321,99.73,2
080916-11 ChanA_LineProfile_3.tif,13.36,42.94,30.0,0.3106,5.008,91.6,3
080916-11 ChanA_LineProfile_4.tif,17.01,48.87,30.0,0.2691,4.241,94.69,3
080916-11 ChanA_LineProfile_5.tif,17.95,57.81,32.0,0.2727,5.229,99.82,3
080916-11 ChanA_LineProfile_6.tif,20.84,63.6,35.0,0.3178,6.875,99.7,3
080916-11 ChanA_LineProfile_7.tif,22.7,68.74,35.0,0.4015,10.63,99.54,3
080916-11 ChanA_LineProfile_8.tif,22.99,72.28,33.0,0.519,16.45,99.74,2
081016-11 ChanA_LineProfile_1.tif,1.0,1.824,1.0,0.02324,0.009567,100.0,1
081016-11 ChanA_LineProfile_2.tif,1.0,2.065,1.0,0.01918,0.01045,100.0,1
081016-11 ChanA_LineProfile_3.tif,1.0,1.659,1.0,0.02128,0.007016,100.0,1
081016-11 ChanA_LineProfile_4.tif,1.0,1.876,1.0,0.01485,0.006505,100.0,1
081016-11 ChanA_LineProfile_5.tif,1.0,1.74,1.0,0.01552,0.005742,100.0,1
081016-11 ChanA_LineProfile_6.tif,1.0,1.643,1.0,0.01765,0.005674,100.0,1
081016-11 ChanA_LineProfile_7.tif,1.0,1.719,1.0,0.0164,0.005897,100.0,1
081016-11 ChanA_LineProfile_8.tif,4.893,7.068,6.0,0.004237,0.006372,51.58,2
081016-12 ChanA_LineProfile_2.tif,4.091,42.0,29.0,0.0214,0.3833,99.67,2
081016-12 ChanA_LineProfile_3.tif,7.715,42.0,40.0,0.01997,0.4093,98.04,3
081016-12 ChanA_LineProfile_4.tif,4.618,42.0,38.0,0.03288,0.6496,99.18,2
081016-12 ChanA_LineProfile_5.tif,3.579,42.0,28.0,0.05568,1.253,99.71,2
081016-12 ChanA_LineProfile_6.tif,3.723,42.0,29.0,0.04305,0.8961,99.36,2
081016-12 ChanA_LineProfile_7.tif,3.569,42.0,29.0,0.03532,0.6838,99.68,2
081016-12 ChanA_LineProfile_8.tif,19.45,34.84,26.0,0.0181,0.1542,53.55,3
081016-13 ChanA_LineProfile_1.tif,1.639,3.064,2.0,0.000564,0.0005763,74.97,1
081016-13 ChanA_LineProfile_2.tif,2.086,7.306,5.0,0.01082,0.02421,100.0,1
081016-13 ChanA_LineProfile_3.tif,1.872,7.689,4.0,0.01134,0.04104,100.0,1
081016-13 ChanA_LineProfile_4.tif,2.452,5.757,5.0,0.006652,0.01452,100.0,1
081016-13 ChanA_LineProfile_5.tif,2.289,6.961,5.0,0.02367,0.06088,100.0,1
081016-13 ChanA_LineProfile_6.tif,2.025,6.91,5.0,0.02023,0.05523,100.0,1
081016-13 ChanA_LineProfile_7.tif,1.575,6.694,5.0,0.0111,0.02002,100.0,1
081016-13 ChanA_LineProfile_8.tif,2.523,5.994,5.0,0.007767,0.01255,100.0,1
100716-11 ChanA - v1_LineProfile_2.tif,87.93,120.0,100.0,0.05255,1.137,60.64,11
100716-11 ChanA - v1_LineProfile_3.tif,90.3,118.7,107.0,0.02901,0.4345,79.38,12
100716-11 ChanA - v1_LineProfile_4.tif,2.516,11.55,8.0,0.0276,0.1058,97.32,2
100716-11 ChanA - v1_LineProfile_5.tif,2.574,10.03,5.0,0.02265,0.08289,96.44,2
100716-11 ChanA - v1_LineProfile_6.tif,2.433,3.567,3.0,0.0111,0.006293,72.2,1
100716-11 ChanA - v1_LineProfile_7.tif,1.0,1.5,1.0,0.001852,0.0004633,100.0,1
100716-11 ChanA - v1_LineProfile_8.tif,107.2,115.9,111.0,0.01619,0.07472,67.35,5
100716-11 ChanA - v2_LineProfile_2.tif,102.4,111.4,104.0,0.00882,0.03596,67.77,5
100716-11 ChanA - v2_LineProfile_3.tif,102.2,110.8,104.0,0.01451,0.05751,62.76,4
100716-11 ChanA - v2_LineProfile_4.tif,64.29,113.5,108.0,0.02453,0.5758,98.88,2
100716-11 ChanA - v2_LineProfile_5.tif,1.0,2.452,1.0,0.001503,0.001843,97.41,1
100716-11 ChanA - v2_LineProfile_6.tif,1.0,2.41,2.0,0.01662,0.01665,75.52,1
100716-11 ChanA - v2_LineProfile_7.tif,4.771,5.277,5.0,0.0031,0.0007848,77.22,2
100716-11 ChanA - v2_LineProfile_8.tif,1.0,2.461,2.0,0.00514,0.004654,100.0,1
