,First X,Last X,Peak X,Peak Y,Area,%Area,Peak
091917_14 green_LineProfile_7.tif,61.47,63.41,62,0.03037,0.03506,51.87,3
091917_14 green_LineProfile_8.tif,17.71,18.97,18,0.01154,0.007243,80.23,2
092517_12 green_LineProfile_1.tif,82.22,89,84,0.04656,0.1517,64.06,6
092517_12 green_LineProfile_2.tif,79.86,89,84,0.05935,0.2383,95.23,2
092517_12 green_LineProfile_3.tif,81.84,89,87,0.03908,0.1646,93.66,2
092517_12 green_LineProfile_4.tif,81.2,89,87,0.05409,0.247,94.33,3
092517_12 green_LineProfile_5.tif,81.39,89,86,0.02144,0.0948,82.95,5
092517_12 green_LineProfile_6.tif,82.89,89,87,0.01964,0.05071,98.52,3
092517_12 green_LineProfile_7.tif,6.783,7.197,7,0.005025,0.00104,64.25,2
092517_12 green_LineProfile_8.tif,4.056,7.639,5,0.02167,0.04161,67.84,2
092517_13 green_LineProfile_1.tif,1,1.071,1,0.001985,7.05E-05,100,1
092517_13 green_LineProfile_2.tif,1,1.45,1,0.04496,0.01013,100,1
092517_13 green_LineProfile_3.tif,1,1.453,1,0.0385,0.008719,96.21,1
092517_13 green_LineProfile_4.tif,1,1.152,1,0.009556,0.0007261,100,1
092517_13 green_LineProfile_5.tif,1,1.359,1,0.01969,0.003539,63.53,1
092517_13 green_LineProfile_6.tif,1,1.012,1,0.000437,2.71E-06,100,1
092517_13 green_LineProfile_7.tif,1,3.153,1,0.01639,0.02562,100,1
092517_13 green_LineProfile_8.tif,1,1.858,1,0.01108,0.004756,100,1
092517_14 green_LineProfile_1.tif,49.34,58.85,52,0.05369,0.1996,39.58,11
092517_14 green_LineProfile_2.tif,69.66,71.72,71,0.01899,0.01865,30.98,9
092517_14 green_LineProfile_3.tif,73.24,74.65,74,0.0276,0.01944,22.14,15
092517_14 green_LineProfile_4.tif,35.5,37.5,37,0.01621,0.01881,26.55,8
092517_14 green_LineProfile_5.tif,54.79,58.57,57,0.02275,0.05602,25.02,12
092517_14 green_LineProfile_6.tif,62.21,63.38,63,0.01956,0.01142,49.21,9
092517_14 green_LineProfile_7.tif,60.52,63.74,61,0.01625,0.03423,37.51,11
092517_14 green_LineProfile_8.tif,51.39,56.86,55,0.02669,0.07064,19.72,11
022718_12 green_LineProfile_1.tif,22.03,25.07,24,0.01133,0.01677,14.36,5
022718_12 green_LineProfile_2.tif,62.71,78.7,75,0.01393,0.09907,30.29,12
022718_12 green_LineProfile_3.tif,81.24,84.31,82,0.01115,0.01473,22.66,13
022718_12 green_LineProfile_4.tif,59.14,76.12,71,0.0191,0.1318,27.13,10
022718_12 green_LineProfile_5.tif,8.165,37.51,18,0.02406,0.3557,30.56,3
022718_12 green_LineProfile_6.tif,33.1,101.7,67,0.02621,0.8209,72.62,5
022718_12 green_LineProfile_7.tif,63.25,70.94,64,0.009393,0.03382,16.55,12
022718_12 green_LineProfile_8.tif,66.35,74.79,68,0.01687,0.08928,14.95,9
022718_13 green_LineProfile_1.tif,77.07,94.96,79,0.01685,0.1272,22.25,10
022718_13 green_LineProfile_2.tif,62.21,87.9,82,0.01772,0.1925,34.72,12
022718_13 green_LineProfile_3.tif,70.25,82.06,73,0.01059,0.06922,29.8,12
022718_13 green_LineProfile_4.tif,22.43,31.19,25,0.01532,0.03986,34.89,6
022718_13 green_LineProfile_5.tif,65.55,91.93,84,0.01683,0.2651,27.34,6
022718_13 green_LineProfile_6.tif,10.41,116,41,0.02318,1.121,99.98,2
022718_13 green_LineProfile_7.tif,54.45,72.86,65,0.01223,0.1096,23.19,10
022718_13 green_LineProfile_8.tif,80.68,98.65,87,0.01719,0.1246,24.35,16
022718_14 green_LineProfile_1.tif,85.16,114,90,0.02057,0.3493,40.43,9
022718_14 green_LineProfile_2.tif,93.29,114,94,0.01615,0.188,62.96,17
022718_14 green_LineProfile_3.tif,82,84.31,83,0.00885,0.01013,22,10
022718_14 green_LineProfile_4.tif,82.19,92.99,89,0.01646,0.08015,32.33,9
022718_14 green_LineProfile_5.tif,86.07,111.9,100,0.01921,0.2704,65.2,5
022718_14 green_LineProfile_6.tif,88.33,97.82,94,0.01036,0.05154,31.35,13
022718_14 green_LineProfile_7.tif,93.5,113.5,112,0.01363,0.1018,38.68,21
022718_14 green_LineProfile_8.tif,84.61,114,90,0.01501,0.2655,70.75,15
